user,text,date,location,fav_count,re_count,no_followers,hashtags
PHA_BC,Join @ewilhelm co-lead of the vaccine confidence team w/ @CDCgov &amp; Theo Munkacsi Youth Activist w/ @ourearthvic thi… https://t.co/fCSH3jq3WL,2021-06-22 01:35:52,"British Columbia, Canada",1,0,1937,[]
gtomwhite,@PressSec @SpanbergerVA07 @POTUS And this time last year @joebiden was saying the vaccine was a year and a half off… https://t.co/WUwbwjPhIv,2021-06-22 01:35:19,🇺🇸 🇺🇸 🇺🇸,0,0,431,[]
TMclaughlin3,"“Herd immunity through vaccination is the safest way out of the pandemic and back to normal life.” On escaping ""zer… https://t.co/qbaO690bkM",2021-06-22 01:35:04,,10,4,25125,[]
jmlandrum,"The COVID-19 vaccines are necessary and key to overcoming this pandemic. TrialSite, a data- and science-driven plat… https://t.co/DVsLXdk2Y7",2021-06-22 01:26:54,Northern VA,0,1,101,[]
ikg6di3j8b7sh7m,@PMOIndia Taiwan helped us in the second wave of COVID-19 with 500 oxygen cylinders &amp; others. Shouldn't we send the… https://t.co/eIIZJ25GSy,2021-06-22 01:19:32,,0,0,21,[]
frank95054,"Secret Docs Reveal Moderna Sent COVID Vaccine To North Carolina University Weeks Before Pandemic! (June 21st, 2021) https://t.co/AQfiQaHoRu",2021-06-22 01:17:54,"Monterey, California USA",0,0,2117,[]
sjmustafa,"India’s vaccine makers are pandemic profiteers, not humanitarians https://t.co/N4iNZ3BxVh by @aparna_gopalan",2021-06-22 01:17:50,"Morgantown, WV, USA",0,0,169,[]
michael_house9,"Media helping with creating 2 classes of citizens

“A pandemic of unvaccinated people”

Remember. Getting the C19 “… https://t.co/bvQkhSJ31X",2021-06-22 01:10:27,,3,1,4895,[]
vkfkside,"""we're Americans who have received the vaccine and now covid is no longer a pandemic but a third world countries' p… https://t.co/uCJUjN6ZAF",2021-06-22 01:03:40,17¦ 3:30¦ pan+nb.¦ sapphic. ,2,0,196,[]
MNowNews,"The country rallies in response to the Covid-19 pandemic, from the arrival of the first supply of vaccines in Febru… https://t.co/qzpDn4ic4s",2021-06-22 01:03:24,"Kuala Lumpur, Malaysia ",1,0,348,[]
MuniGUARDNews,"White House says U.S. unlikely to donate 80M COVID vaccine doses this month despite Biden pledge
#vaccine… https://t.co/ksq0uAwR4S",2021-06-22 01:02:30,,0,0,623,['vaccine']
wawrzyniak9,"Secret Docs Reveal Moderna Sent COVID Vaccine To North Carolina University Weeks Before Pandemic! (June 21st, 2021)… https://t.co/DSeK3HLYJv",2021-06-22 01:00:14,Pacific Northwest,0,0,4543,[]
MZLukmanjee,"@PokemonGoApp NIANTIC THERE IS A GLOBAL PANDEMIC CALLED COVID-19 WHICH ISN'T OVER, DELTA VERSION OF COVID-19 SPREAD… https://t.co/vVTKFXDmwE",2021-06-22 00:56:29,Sri Lanka,10,1,193,[]
TerryxHarper,"The #world #COVID_19 vaccination #program is failing, as anyone with common sense would have known. The #Pandemic i… https://t.co/ptVbXSsi3t",2021-06-22 00:52:56,"Brisbane, Queensland",0,0,23485,"['world', 'COVID_19', 'program', 'Pandemic']"
TheFawcette,"Why is #Wimbledon2021 requiring #COVID19 restrictions? ""A third wave of the coronavirus pandemic is “definitely und… https://t.co/HeNKNNX5Uh",2021-06-22 00:46:01,Silicon Valley,0,0,321,"['Wimbledon2021', 'COVID19']"
Croman43,Why during a pandemic are hospitals running vaccination clinics until 4pm?  COVID vaccine clinic at Queensway Carle… https://t.co/06gt6iwieP,2021-06-22 00:44:17,,1,0,18,[]
regnans,"@TheCoronaCure_ Your question lead me to a profit answer:
""Pfizer lays out COVID-19 vaccine commercial strategy for… https://t.co/hWi948SIQO",2021-06-22 00:41:47,"Melbourne, Australia",1,1,1584,[]
Steve10475343,"Oh please! When all else fails, write a book. It was written by some frustrated loser with an axe to grind. Trump o… https://t.co/zQkxx8FyPE",2021-06-22 00:40:18,,1,1,733,[]
HanadMohamudsc,Less than 1 percent of the billions of vaccine doses administered to date have gone to low-income countries. At the… https://t.co/FG7XprM4SH,2021-06-22 00:36:51,Washington DC   USA,3,0,411,[]
CAPAction,"If we hope to make it out of the pandemic, we have to put in the work.
https://t.co/Kl5IUjlkY4",2021-06-22 00:36:00,,4,1,88539,[]
PeeJayAitch,"B.C.’s COVID-19 infections drop to 90 on Sunday, 45 Monday – Pandemic spread dwindles as 77% of adults receive vacc… https://t.co/7ApsHraiW0",2021-06-22 00:31:28,"Chilliwack, British Columbia",3,1,2554,[]
widlits,"@Jim_Jordan Gas was $0 for me in June 2020, because I was quarantining due to the pandemic Trump chose to lie about… https://t.co/c3Mv38V3Ct",2021-06-22 00:25:36,,0,0,57,[]
jodid32,You have to read about the facts about the covid vaccine against what Donald Trump continues to lie about.… https://t.co/5V1jAstbCo,2021-06-22 00:10:18,,0,0,30,[]
_cynicalrealist,I’m so grateful and happy that Maine finally got her first dose of vaccine and is now one step closer to being prot… https://t.co/BtHJv4qV9r,2021-06-22 00:06:37,,87,69,741,[]
VOANews,Taiwan Welcomes Additional Doses of COVID-19 Vaccine from US https://t.co/emk12EFl1a,2021-06-22 00:00:01,,10,3,1679811,[]
Billington_Book,"India’s vaccine makers are pandemic profiteers, not humanitarians https://t.co/qadX7Y4ByN by @aparna_gopalan",2021-06-21 23:56:13,"Reus, Tarragonna, Spain",0,0,4724,[]
cestleiden,"USA TODAY: US deaths dip below 300 per day as pandemic's grip eases: Live COVID updates

https://t.co/sJxtyhQxsr",2021-06-21 23:51:46,,0,0,21,[]
TCockwomble,@tweepy_pie @trixder @TracyVOakes @piersmorgan Swine flu vaccine? 40 million people received that vaccine in '76. 2… https://t.co/YNfsW4WaGD,2021-06-21 23:50:47,,0,0,7,[]
edvoters,Young people across the country will reach an important milestone this week when they mark 14 days since their seco… https://t.co/kvrh3XZRpV,2021-06-21 23:50:02,Washington state,0,0,7505,[]
CommerceofLA,"TAKE YOUR SHOT. At $1 million. Once you get
the COVID vaccine, visit https://t.co/o3kP0zGthu &amp;
register to win. Mor… https://t.co/uccSx3QjjW",2021-06-21 23:45:02,,0,0,51,[]
tzao_e,"@japanesecloud What do you on the other side of the world think of all this?
Pandemic, Covid, Vaccine, Flat Earth, theories...",2021-06-21 23:39:59,Jupter,0,0,203,[]
89X4Um,"India’s vaccine makers are pandemic profiteers, not humanitarians https://t.co/173d5bLOD9 by @aparna_gopalan",2021-06-21 23:37:32,"Cumberland, RI",0,0,46,[]
casareilly,@FoxNews GreatGameIndia an online investigation journal on  6/20 posted online cover documents to COVID-19 vaccine… https://t.co/KvWdPKcKt7,2021-06-21 23:36:45,,0,0,249,[]
AmbMcCarney,Three Years Is Too Long to Wait for a Global Vaccine Rollout. A diversified funding base beyond governments and net… https://t.co/sP8B8kB4NX,2021-06-21 23:35:30,"Toronto, Canada",8,1,1351,[]
1215_law,A confidentiality agreement shows potential coronavirus vaccine candidates were transferred from Moderna to the Uni… https://t.co/ptcHnC2hJJ,2021-06-21 23:32:26,,2,1,534,[]
theintercept,Government ministers from many of the countries that will suffer most — and have already suffered — from vaccine in… https://t.co/mTMFBOqXOk,2021-06-21 23:31:25,"New York, NY",20,8,863001,[]
hotroddergirl,@SteveHiltonx they dumped all the other drugs to help covid because they could never get the experimental vaccine a… https://t.co/XmXAsOMSum,2021-06-21 23:29:42,,0,0,591,[]
Covid19simple,"June 21, 2021🇨🇦

For more information on the COVID-19 pandemic across Canada and around the world, click the link b… https://t.co/KH99kc5Xzf",2021-06-21 23:27:01,"Toronto, Ontario",1,1,1622,[]
AmeshAA,In this @kateamaraWBAL television interview I discuss how the #COVID19 vaccine has largely ended the acute phase of… https://t.co/WpYF39gcQ7,2021-06-21 23:25:59,"Pittsburgh, Baltimore, NYC",16,5,35766,['COVID19']
RobbertSocial,@MaxTheDragon Dr. Robert Malone is the inventor of mRNA Vaccine technology. Mr. Steve Kirsch is a serial entreprene… https://t.co/aIQmG2ylXr,2021-06-21 23:25:45,,0,0,42,[]
s4IjAvRjaAa3CVY,WHO to set up mRNA COVID vaccine hub in South Africa | Coronavirus pandemic News | Al Jazeera https://t.co/9Q0rRm2pZ6,2021-06-21 23:24:24,愛知 名古屋市 守山区,0,0,674,[]
VIKBataille,"India’s vaccine makers are pandemic profiteers, not humanitarians https://t.co/5q5gGPasaa by @aparna_gopalan",2021-06-21 23:23:49,"Washington, D.C.",1,0,1046,[]
RobbertSocial,@christianaderoo @Poempieloempie1 @patricksavalle Dr. Robert Malone is the inventor of mRNA Vaccine technology. Mr.… https://t.co/PVTqmTIZDE,2021-06-21 23:22:17,,0,0,42,[]
MomsDemand,"The pandemic intensified our gun violence crisis, and gun violence continues to surge even as Covid infections decl… https://t.co/LdWUdEtoOb",2021-06-21 23:17:00,USA,98,55,310785,[]
Fynagle,"@WaitingOnBiden Also.
- Not all states are faring equally.
- We'll need vaccine boosters in the fall.
- People will… https://t.co/QdcIIhEsVI",2021-06-21 23:09:34,"Yankeedom, U.S.N.A.",30,4,139,[]
edjsandoval,"My latest: In the Rio Grande Valley, it is people’s exposure to death and disease, not offers of free beer or milli… https://t.co/hau0PZwbvL",2021-06-21 23:08:32,"New York, NY",30,15,5094,[]
GlobalNewsToda3,City of São Paulo pauses vaccination against Covid-19 this Tuesday (22) due to lack of vaccine #BreakingNews… https://t.co/AO8ULbK8e6,2021-06-21 23:03:15,Brazil,0,0,183,['BreakingNews']
ChuckWendig,The phrase “vaccine apathy” shouldn’t even *exist* right now after a year plus of a raging pandemic with so many de… https://t.co/Z9oueEXgir,2021-06-21 23:01:32,"Bucks County, PA",1210,213,183275,[]
UmaiziMedia,The Impact of Vaccine Nationalism on Africa's Recovery: The face of Africa and global economies are expected to loo… https://t.co/dBhZBx3BaI,2021-06-21 22:48:43,,0,0,217,[]
deesbarbara,Medicaid Enrollment Jumped During the Pandemic https://t.co/mfIyGz6hCE,2021-06-21 22:47:00,Crestview Florida...gulf coast,0,0,4015,[]
LPVhouse,"""The manufacturing expansion shows that Moderna is making a big bet on an enduring Covid-19 vaccine business as hea… https://t.co/zvt9qQxhqz",2021-06-21 22:45:19,"Austin, TX",2,0,5680,[]
Outlookindia,REPLUG|INTERVIEW| Former leader of  UK Labour Party Jeremy Corbyn speaks to Outlook’s @bhadrakali20 on the G-7 pled… https://t.co/QcuEQFBUQ8,2021-06-21 22:45:00,"New Delhi, India",0,0,233451,[]
boback,"Medicaid enrollment jumped during the pandemic, a new report says. https://t.co/uN3ftki1Qr @nytimes @CMSGov",2021-06-21 22:39:38,Los Angeles,0,0,3185,[]
RobbertSocial,@find_nl @blckbxnews @Funnygirl722 Dr. Robert Malone is the inventor of mRNA Vaccine technology. Mr. Steve Kirsch i… https://t.co/p4T561DAZR,2021-06-21 22:38:46,,1,0,42,[]
RobbertSocial,@ataspinar2 @annstrikje Dr. Robert Malone is the inventor of mRNA Vaccine technology. Mr. Steve Kirsch is a serial… https://t.co/JfiPsuNLlU,2021-06-21 22:37:52,,0,0,42,[]
BoyVillalona,@AzelfStanNo1 @imdrinkingcum @SerebiiNet Just because some countries like the US states that covid numbers are done… https://t.co/ZteyiT45EM,2021-06-21 22:37:30,"New York, USA",2,0,367,[]
NatGlendening,COVID-19 has shown how utterly wrong even the most apolocoyptic pandemic fiction has been. The CDC do not have the… https://t.co/ok0NlzqE7p,2021-06-21 22:35:42,"Irvine, CA",2,0,1389,[]
BoyVillalona,@AzelfStanNo1 @imdrinkingcum @SerebiiNet To be honest to me I don’t call it beating the pandemic because giving peo… https://t.co/FJSLCpvQhm,2021-06-21 22:33:41,"New York, USA",1,0,367,[]
C_Ups17,"@dave1agar Not the case in #Toronto The 18 to 29 category is the most vaxxed.
https://t.co/HbWZdQwrPw",2021-06-21 22:31:11,"Toronto, Ontario",0,0,310,['Toronto']
lynchem1,CDC advisers will discuss Wednesday whether heart ailment is linked to Covid-19 vaccines https://t.co/BnnsRkORmq,2021-06-21 22:25:23,Somewhere in SW Ohio,1,0,4146,[]
Ole_Kagia,"Global_Realities.
The weakest link in fighting the COVID-19 Pandemic is global inequality in vaccine distribution.

https://t.co/RCm8qeoWlF",2021-06-21 22:24:09,,0,0,84,[]
HaoleThai,Taiwan Welcomes More COVID Vaccine Doses From US https://t.co/FFv5drw1u0,2021-06-21 22:16:19,"Qui Nhơn,Bình Định, Việt Nam",0,0,302,[]
HaoleThai,US Outlines Its Global COVID Vaccine Sharing Plan https://t.co/vuXuhSJmNN,2021-06-21 22:14:30,"Qui Nhơn,Bình Định, Việt Nam",0,0,302,[]
2spyc4you,The fact that so many states r reporting no new cases of covid is proof that the vaccine IS working so all u scary… https://t.co/PkSF1g6G4f,2021-06-21 22:13:05,"Olympia, WA",0,0,14,[]
EacklesLedell,@Xtal You’d prefer a pandemic where 3 in 10 people die (smallpox)??? But you went ahead and got the covid vaccine a… https://t.co/ORrQUqwCVE,2021-06-21 22:07:04,California ,1,0,67,[]
expand_tnk,What is the truth about the vaccine of covid-19? Wish that the way to ended up this pandemic while many elders pass… https://t.co/STRq3W0oQN,2021-06-21 22:02:55,"Tokyo-to, Japan",0,0,0,[]
robfwtx,"CDC advisers will discuss Wednesday whether heart ailment is linked to Covid-19 vaccines 

https://t.co/EiyuZL3wwY https://t.co/CukjxgpOdk",2021-06-21 22:00:12,"Greenville, TX",3,2,10984,[]
usatodayopinion,"""As we have endured the pandemic, being a doctor for children has given me a perspective that has shifted over time… https://t.co/sAK9WqQxhi",2021-06-21 22:00:00,"USA TODAY HQ, McLean, Va.",9,3,22813,[]
RajendraUNIApro,"“Face up to the science and put self-interest aside. Without equitable access to vaccines and vaccine knowledge, we… https://t.co/T8ntNmIf7y",2021-06-21 21:53:57,Singapore,8,1,293,[]
paulinepark,#Madonna stupidly called the #CoronavirusPandemic 'the great equalizer' but #NewYorkCity is proving how wrong the b… https://t.co/pwBlxQbgGx,2021-06-21 21:51:47,New York,0,1,2262,"['Madonna', 'CoronavirusPandemic', 'NewYorkCity']"
ImpStrump,"Some weeks ago, I noticed that Mount Pleasant West (the vertical rectangle in the middle of the map at the bottom o… https://t.co/kshmiMZbDK",2021-06-21 21:51:10,Toronto,0,0,289,[]
ike07718803,what did everyone think about dis covid 19 vaccine since  it can't be able to stop the pandemic or stop everyone fr… https://t.co/MDklHe5kQ4,2021-06-21 21:43:03,,0,1,0,[]
CanNews24,Novavax says COVID-19 vaccine highly effective in trials https://t.co/4W8BLUumcg,2021-06-21 21:42:16,Canada,0,0,184,[]
redick_f,@HaackSjhaack63 @Lancegooden mRNA vaccine has been under investigation for the last 10 yrs. and Fauci started the i… https://t.co/bYS2cT6LOF,2021-06-21 21:42:09,Dallas,0,0,17,[]
NoLiberals,The Indian COVID variant is causing a spike in Missouri and accounts for 90% of cases and cases rising more than 93… https://t.co/sbnwd1Uscx,2021-06-21 21:40:54,"Boston, MA",1,0,1598,[]
blckneck62,"500 days since the first known US death from Covid-19, variants and vaccine hesitancy threaten to prolong the pande… https://t.co/Kv12SeG5uh",2021-06-21 21:39:03,brooklyn ny,0,0,122,[]
1987Daniel2021,"@DanRather Oh I know.  I had pneumonia my GP called covid in Feb 2020.  When it was available, I took my first Pfiz… https://t.co/XsvZdupwid",2021-06-21 21:36:25,Earth,0,0,44,[]
AfghanistanInCH,"#HRC47 Afg in a statement on State response to pandemic: #COVID-19 has globally aggravated #inequalities, by impact… https://t.co/4K8eiPrq7G",2021-06-21 21:30:43,"Geneva, Switzerland",4,0,1240,"['HRC47', 'COVID', 'inequalities']"
AngelLaShwave,Quarantine not inspiring me rn… and no I don’t have COVID. But I did realize that the vaccine isn’t shit to this pandemic especially abroad,2021-06-21 21:22:41,Somewhere In The Universe,0,0,266,[]
jrkhnt,"@mjrowland68 Bush fire relief- Still waiting
Covid vaccine roll out- Still waiting
Proper pandemic quarantine facil… https://t.co/DZa8uuFuiK",2021-06-21 21:18:55,,48,15,460,[]
thatcks,@aderixon As far as I know we're constrained by dose availability for everything (first and second doses both). Tor… https://t.co/cqCxWSRYGw,2021-06-21 21:10:26,Toronto,1,0,1767,[]
swissbusiness,CDC advisers will discuss Wednesday whether heart ailment is linked to Covid-19 vaccines https://t.co/tQKESdrWKO,2021-06-21 21:08:06,Zurich,0,1,88749,[]
GlobalNewsToda3,"Eager to be immunized, a man tears his shirt to receive a dose of the Covid-19 vaccine https://t.co/veFbh1AqoP… https://t.co/sFAus18AYw",2021-06-21 21:07:02,Brazil,0,0,183,[]
vopnews,COVID-19 vaccines are effective at protecting you from getting sick. People who have been fully vaccinated can resu… https://t.co/P3BA8P8jiC,2021-06-21 21:05:00,"Oak Park, Illinois",0,1,8287,[]
EirikMedbo,"@studentofcycles Not true. All people in that stadium either have the vaccine, have recently had COVID or a negativ… https://t.co/EhMDywUmOz",2021-06-21 21:03:56,Trondheim,0,0,539,[]
ARStateChamber,COVID-19 cases are rising in Arkansas. Please do your part to stop the pandemic by getting vaccinated! Gov. Hutchin… https://t.co/5PaehLaMkI,2021-06-21 21:00:16,"Little Rock, AR",0,0,3838,[]
CDCgov,"As of June 21, 2021, more than 177.3 million people had received at least one dose of a #COVID19 vaccine. Of those,… https://t.co/mZNLrcuDhh",2021-06-21 21:00:12,"Atlanta, GA",310,139,3983312,['COVID19']
jlitwinetz,Medicaid Enrollment Jumped During the Pandemic   https://t.co/6vhDJWxPt4,2021-06-21 20:59:27,,0,0,396,[]
Clarissajaz,"Please take care of yourself, your family, neighbours and everyone that you can. Covid 19 is not a hoax, is not fak… https://t.co/iEaWbRyk6w",2021-06-21 20:58:03,"Cambridge, England",7,0,2644,[]
ekogaia,It's becoming clear that as #covid mutates we must adapt how we vaccinate. We will need to mix and match vaccine co… https://t.co/Odi4noGOSh,2021-06-21 20:47:08,South Africa,0,0,1103,['covid']
RobbertSocial,@vanranstmarc Dr. Robert Malone is the inventor of mRNA Vaccine technology. Mr. Steve Kirsch is a serial entreprene… https://t.co/8eet7RKtUj,2021-06-21 20:34:34,,0,0,42,[]
inc_brands,CDC advisers will discuss Wednesday whether heart ailment is linked to Covid-19 vaccines https://t.co/id5Jd1UpOc https://t.co/zakWh38zvB,2021-06-21 20:31:16,,0,0,4,[]
helpyapp,"Forced to change their spending habits during the COVID-19 pandemic, consumers are finally realizing their pent-up… https://t.co/rhiewYnWrd",2021-06-21 20:31:01,"Lehi, Utah USA",0,3,896,[]
GiGiCaponePR,NEWS: CDC advisers will discuss Wednesday whether heart ailment is linked to Covid-19 vaccines… https://t.co/ZMHdqZjTnW,2021-06-21 20:26:37,"San Francisco, CA",0,1,7449,[]
Cabell_HlthDept,"#COVID19 vaccination helps keep you from getting COVID-19.
The vaccines currently available in the United States ar… https://t.co/bjat7ObmV3",2021-06-21 20:15:05,"703 7th Ave, Huntington, WV",0,0,1284,['COVID19']
peggymel2001,"India’s Vaccine Makers Are Profiteers, Not Humanitarians

Indian Prime Minister engaged in superb-spreader theatric… https://t.co/6MjNFlhYKc",2021-06-21 20:01:47,Australia,1,1,4217,[]
OGR_EN,"""It seems obvious that a pandemic can be overcome only when it is overcome everywhere."" https://t.co/ISrPcHN8VP",2021-06-21 20:00:21,,1,0,9257,[]
aogarza,"The White House has laid out its plans for sharing 55 million COVID-19 vaccine doses abroad, with most of the alloc… https://t.co/HSlll9dMCz",2021-06-21 20:00:03,Texas / Mexico,2,0,9220,[]
ShikiNoFuyu,"Guys, what did I say??  The vaccines are NOT even qpproved by the FDA STILL and we only been 1yr thru the pandemic… https://t.co/3NejEuV3Ix",2021-06-21 19:58:57,NY,1,0,828,[]
jbcraig,"“The way that the pandemic has been framed ... is that if you were older, you’re more likely to face severe consequ… https://t.co/jwX9LsX7d0",2021-06-21 19:58:48,,0,0,10647,[]
mvr29953228,@Jim_Jordan Did you forget that we were all in our houses trying not to die from covid? Businesses were shuttered.… https://t.co/m4BPHXQj66,2021-06-21 19:58:28,,0,0,25,[]
allins_in,"You are strong, but the vaccination will make you stronger.!!! 💪🏼💪🏼💪🏼

#allinsin #yoursafetyinsured 

#vaccine… https://t.co/qM6dRZTATt",2021-06-21 19:57:48,"CHENNAI, TAMILNADU",0,0,5,"['allinsin', 'yoursafetyinsured', 'vaccine']"
leftcoastbabe,Just heard through a travel industry friend that clients in Mexico told of being approached with offers of fake COV… https://t.co/jyu61KDi8M,2021-06-21 19:55:48,,15,4,20103,[]
jameslheard,@zerocovidzoe @ColwillStephen @Jon2211JC However now we have exponential growth we just have to hope we don't get v… https://t.co/OHivNZb2WM,2021-06-21 19:55:10,"South East, England",1,0,53,[]
charbfc,"India’s vaccine makers are pandemic profiteers, not humanitarians https://t.co/zmekr8Z95I by @aparna_gopalan",2021-06-21 19:51:37,"Madison, Wisconsin",1,0,287,[]
IanWolf359,"India’s vaccine makers are pandemic profiteers, not humanitarians https://t.co/Xq7Ymz2zGZ by @aparna_gopalan",2021-06-21 19:45:57,birmingham  uk,0,0,325,[]
0304Cooper,"India’s vaccine makers are pandemic profiteers, not humanitarians https://t.co/w6r8KEN2zJ by @aparna_gopalan",2021-06-21 19:40:33,Planet 🌎 ,0,0,44,[]
iKaushikRai,8 Million Vaccine Doses in a day is a great milestone achieved by India under your visionary and decisive leadershi… https://t.co/Qby3Tlebxk,2021-06-21 19:39:03,"Lakhipur,Assam, India🇮🇳",11,0,161,[]
Aladin673,@ChowdaddyThe @bs_doe @SulleyTruman @RandyMaugans @CJBowden1 @Covid_1984_ @gizadeathstar @4TruthMack @_whitneywebb… https://t.co/J02TxA84KI,2021-06-21 19:36:26,,3,0,133,[]
JacobiHosp,Need a #Covid19 vaccine? Visit https://t.co/ilGCMEgK9X for more info on getting your shot to do your part in ending… https://t.co/kQKWr9tNPf,2021-06-21 19:35:00,"Bronx, N.Y.",2,2,184,['Covid19']
jenreeve190,"@journokeith You're absolutely right. However; the success of the vaccine program, by the NHS. Appears to have impa… https://t.co/co3R2Ts3oL",2021-06-21 19:25:45,"Nottingham, England",1,0,3126,[]
TomDispatch,Rajan Menon at TomDispatch today: How the response to the Covid-19 pandemic has been driven by vaccine nationalism https://t.co/UaL3ScKVAL,2021-06-21 19:22:24,,1,0,22819,[]
BreeLundberg,The covid vaccine is FREE even without insurance and appointments are available everywhere in America! It only take… https://t.co/nd6a9wm9eB,2021-06-21 19:21:23,United States,150,30,8257,[]
NNVCNYSE,The latest on the Covid-19 pandemic in the US https://t.co/v9pOcCvnrs via @cnn $NNVC $PFE $MRNA $JNJ $INO $AZNCF… https://t.co/ACNUwGzfGG,2021-06-21 19:21:15,"Shelton, CT",0,0,159,[]
smithottawa,"India’s vaccine makers are pandemic profiteers, not humanitarians https://t.co/5Xg441AjSB by @aparna_gopalan",2021-06-21 19:15:36,Turtle Island ,0,1,479,[]
Automobilnews1,WHO to set up mRNA COVID vaccine hub in South Africa | Coronavirus pandemic News – EAST AUTO NEWS https://t.co/M9RxNRe7F3,2021-06-21 19:14:06,,0,0,166,[]
RobbertSocial,@BrendanNyhan @Ayjchan Dr. Robert Malone is the inventor of mRNA Vaccine technology. Mr. Steve Kirsch is a serial e… https://t.co/84T7bu6mjE,2021-06-21 19:12:13,,0,0,42,[]
RobbertSocial,@JoopSoesan Dr. Robert Malone is the inventor of mRNA Vaccine technology. Mr. Steve Kirsch is a serial entrepreneur… https://t.co/LXanBHn3Rm,2021-06-21 19:11:47,,0,0,42,[]
GDP_Center,"From the political economy of COVID-19 vaccine regulation, to the rapid growth of a new innovation system in pharma… https://t.co/ZmPyqHlI9G",2021-06-21 19:07:00,"Boston, MA",0,0,3642,[]
MarcuswevansSr,Some vaccine experts having second thoughts about rushing to inoculate kids: A growing contingent of medical expert… https://t.co/VEGFUF6b1R,2021-06-21 19:02:09,United States,0,0,3125,[]
TrialsiteN,"Does Confluence of Delta Variant, Vaccine Hesitancy &amp; Lax Measures Lead to Russia’s Third Wave of COVID-19 Crisis?… https://t.co/cGRFDgXlIj",2021-06-21 19:00:12,"Salt Lake City, Utah",1,1,3785,[]
LatestN72062740,WHO to set up mRNA COVID vaccine hub in South Africa | Coronavirus pandemic News https://t.co/WFAip2ctuF,2021-06-21 18:58:45,USA,0,0,52,[]
RolandBlasini,"India’s vaccine makers are pandemic profiteers, not humanitarians https://t.co/L7ADNHjpZm",2021-06-21 18:45:50,United States,0,0,77,[]
Richard88835648,"India’s vaccine makers are pandemic profiteers, not humanitarians https://t.co/DWUIjoKqEY by @aparna_gopalan",2021-06-21 18:42:01,"Bristol, England",0,0,60,[]
justinpowellweb,.@NJSpotlightNews:  #NJ hits 70% fully #vaccinated target. #GovMurphy: 'This is not mission accomplished' [Video]… https://t.co/EBWOa6Gty1,2021-06-21 18:40:05,"Morris County NJ, USA",0,0,16929,"['NJ', 'vaccinated', 'GovMurphy']"
Gastro_Advisor,New York state has reached a milestone of having at least one COVID-19 vaccine dose in 70 percent of its residents… https://t.co/pxzXLfDrvN,2021-06-21 18:38:02,"New York, NY",0,0,158,[]
SachaRussell_,Taiwan Welcomes Additional Doses of COVID-19 Vaccine from US - VOA Asia https://t.co/pMZPIaANMt,2021-06-21 18:36:34,Taiwan,1,0,476,[]
InsideIU,The availability of the COVID-19 vaccine is making a gradual return to campus possible. Here's a Q&amp;A about post-pan… https://t.co/un1CXmQ48A,2021-06-21 18:34:00,Indiana,0,0,3742,[]
rbborgquist,"India’s vaccine makers are pandemic profiteers, not humanitarians https://t.co/B9FSHuSDDQ by @aparna_gopalan",2021-06-21 18:27:46,,0,0,20,[]
twanya,"India’s vaccine makers are pandemic profiteers, not humanitarians https://t.co/WofLHjGaMD by @aparna_gopalan",2021-06-21 18:25:47,"New York, USA",0,0,43,[]
Shelly_Conlon,"The @argusleader will continue to monitor daily COVID-19 reports and analyze trends, but the news outlet will no lo… https://t.co/1xm7N50YPJ",2021-06-21 18:22:17,"Sioux Falls, SD via Texas",0,0,2808,[]
AIDSPortal,"#India’s #vaccine makers are pandemic #profiteers, not humanitarians. #BigPharma #inequality #PublicHealth #COVID19… https://t.co/WB45sDm5co",2021-06-21 18:18:18,United Kingdom,2,0,1068,"['India', 'vaccine', 'profiteers', 'BigPharma', 'inequality', 'PublicHealth', 'COVID19']"
Leftfieldlark,@Echo419Alpha @PressSec @POTUS You're conveniently ignoring the fact that the impact of Covid was made infinitely w… https://t.co/cqjJh3fWLa,2021-06-21 18:15:34,"Thorold, Ontario",6,0,268,[]
ATDATPOD,"More importantly, remember that the vaccine does NOT prevent against ALL strains of COVID-19. 

This virus is adapt… https://t.co/yCSEQ1gzst",2021-06-21 18:15:26,,2,0,153,[]
kevinho28386207,@TheRealEsso_M @AmandaBlackSA We are still in this scam called pandemic because most of you have outsource your thi… https://t.co/yJ5mbA06IA,2021-06-21 18:14:06,,30,3,164,[]
Portal64YT,#FanX2021 doesn't plan on doing anything for Covid Precautions. Vaccine Requirements? Nope. Mask Requirements? Nope… https://t.co/Ry59Lh5yww,2021-06-21 18:10:59,,2,0,589,['FanX2021']
harrow_council,"Why have the Covid-19 vaccine? Because when you do, it's another step forward to ending the pandemic. https://t.co/nUcpGJSjtq",2021-06-21 18:10:49,"Harrow, London",2,2,16298,[]
redot2005,"India’s vaccine makers are pandemic profiteers, not humanitarians https://t.co/jj0EsLmq7u by @aparna_gopalan",2021-06-21 18:07:58,"Madelia, Minnesota",0,0,12543,[]
HashemiLaw,#LawStudent sues #school over #COVID19 #vaccine and #pandemic-related #protocols https://t.co/5oWnUhUu6E,2021-06-21 18:05:08,"Los Angeles, California",0,0,3400,"['LawStudent', 'school', 'COVID19', 'vaccine', 'pandemic', 'protocols']"
BjornSEklund,"@HettingClaus Because the pandemic is about selling vaccines. The more covid related deaths there are, the more sca… https://t.co/yXm5R4g8E9",2021-06-21 18:01:44,"Stockholm, Sverige",4,0,112,[]
